City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
526,El Fuerte,MX,84.09,overcast clouds,26.4189,-108.6194,Hotel Rio Vista
527,Zhezkazgan,KZ,84.18,clear sky,47.8043,67.7144,Hotel Zumrat
529,Katiola,CI,76.48,overcast clouds,8.1333,-5.1,Auberge Residence Yebin
530,Kavaratti,IN,82.26,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
535,Alofi,NU,77.67,light rain,-19.0595,-169.9187,Taloa Heights
536,Kupang,ID,77.59,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
538,Maromme,FR,81.41,clear sky,49.4793,1.0238,Le Clos De La Vaupalière Rouen
539,Pangabuan,PH,77.52,overcast clouds,8.0569,123.6958,Moonlight Inn
541,Isabela,PH,80.65,overcast clouds,6.7085,121.9711,Isawad Resort
545,Gasa,PS,86.88,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
549,Monchegorsk,RU,76.28,few clouds,67.9397,32.8739,Север Inn
552,Bocas Del Toro,PA,80.92,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
554,Mogadishu,SO,77.58,light rain,2.0371,45.3438,Hotel Juba
560,Baiyin,CN,78.08,few clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
561,Coruripe,BR,78.03,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
564,Inyonga,TZ,78.67,clear sky,-6.7167,32.0667,Eden Rock Lodge
568,Lulea,SE,75.27,clear sky,65.5842,22.1547,Comfort Hotel Arctic
572,Palmer,US,77.65,light rain,42.1584,-72.3287,Wedgewood Motel
573,Ilmajoki,FI,86.34,broken clouds,62.7333,22.5667,Myllylammen marjatila
575,Boysun,UZ,86.22,clear sky,38.2061,67.1986,Gaza Hotel
576,Erenhot,CN,76.69,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
577,Natal,BR,77.65,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
578,Skala Fourkas,GR,83.53,few clouds,39.9998,23.3841,Idea Holiday
581,Mahibadhoo,MV,82.09,overcast clouds,3.7833,72.9667,Omadhoo Inn
583,Basco,PH,83.89,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
585,Tutoia,BR,83.91,few clouds,-2.7619,-42.2744,Pousada Guará's
586,Jijiga,ET,76.69,scattered clouds,9.35,42.8,RAMAAS HOTEL
590,Bathsheba,BB,88.41,scattered clouds,13.2167,-59.5167,Atlantis Hotel
595,Hitachi,JP,76.59,clear sky,36.6,140.65,Toyoko Inn Hitachi Ekimae
597,Vorukh,TJ,76.68,clear sky,39.8494,70.5838,Kost Pria
598,Kapit,MY,76.35,broken clouds,2.0167,112.9333,Hotel Meligai Kapit
600,Tucuma,BR,85.59,few clouds,-0.1833,-50.05,Kost Pria
601,Oussouye,SN,87.42,overcast clouds,12.485,-16.5469,Auberge du Routard
602,Hirara,JP,82.69,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
605,Ca Mau,VN,78.98,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
606,Caconda,AO,77.22,clear sky,-13.7333,15.0667,Kost Pria
609,Japura,ID,75.04,few clouds,-0.3167,102.35,Rumah mbah Jamah
610,Zanesville,US,79.36,scattered clouds,39.9404,-82.0132,"Holiday Inn Express & Suites Zanesville North, an IHG Hotel"
611,Ganzhou,CN,80.53,heavy intensity rain,28.8184,115.4327,Zhanqian Grand Hotel
612,Coahuayana,MX,85.01,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
614,Wukari,NG,85.1,overcast clouds,7.85,9.7833,Elimtop
619,Vaitape,PF,78.3,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
622,Muyezerskiy,RU,80.96,overcast clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
623,Bubaque,GW,80.98,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
627,Hope,US,80.98,overcast clouds,33.6671,-93.5916,Best Western Hope
628,Sayaxche,GT,81.57,overcast clouds,16.5167,-90.1667,Hotel y Auto Hotel Arizona
629,Ormara,PK,85.5,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
631,Nishihara,JP,78.46,broken clouds,26.1842,127.7558,Minshuku Agaihama
636,Marfino,RU,78.75,clear sky,55.7028,37.3822,Nemchinovka-Park
638,Tautira,PF,76.77,few clouds,-17.7333,-149.15,Pension Oaoa
640,Castanos,MX,87.35,scattered clouds,26.7833,-101.4167,Bomberos voluntarios castaños coahuila
641,Wattegama,LK,77.68,broken clouds,6.7989,81.4808,Kost Pria
643,Nuevo Progreso,MX,87.55,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
644,Sussex,US,85.59,few clouds,41.1834,-74.6663,Top O Hill Farm - McDougals
645,Canning,IN,82.42,scattered clouds,22.3189,88.6714,Baccha Buro House
646,Ballangen,NO,79.02,broken clouds,68.3428,16.8315,Ballangen Camping
650,Pemba,MZ,76.57,few clouds,-12.974,40.5178,Guesthouse Samotina
651,Joao Pinheiro,BR,79.14,clear sky,-17.7425,-46.1725,Hotel Santos
652,Divnomorskoye,RU,76.01,clear sky,44.5011,38.1353,Primorskiy
654,Nichlaul,IN,85.8,overcast clouds,27.3167,83.7333,Karan Manes Parler
659,Beyneu,KZ,86.7,overcast clouds,45.3167,55.2,NUR
661,Fukue,JP,78.75,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
663,Aquiraz,BR,82.49,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
665,Taga,RO,88.32,few clouds,46.95,24.05,Kost Pria
667,Sokoni,TZ,75.63,light rain,-6.4333,39.55,Ujamaa Beach Resort
668,Mitsamiouli,KM,77.07,scattered clouds,-11.3847,43.2844,Foyer ADM
671,Odweyne,SO,86.81,scattered clouds,9.4092,45.064,Eng Hiirey House
672,Caravelas,BR,79.21,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
674,Meulaboh,ID,76.05,overcast clouds,4.1363,96.1285,Kost Pria
