City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Norman Wells,CA,2022-06-29 11:55:13,65.282,-126.8329,55.44,82,20,5.75
290,Port Blair,IN,2022-06-29 11:55:14,11.6667,92.75,86.04,70,75,8.05
291,Okhotsk,RU,2022-06-29 11:55:15,59.3833,143.3,49.48,96,98,5.97
292,Garowe,SO,2022-06-29 11:55:15,8.4054,48.4845,85.84,41,100,30.15
293,Kamaishi,JP,2022-06-29 11:55:16,39.2667,141.8833,75.42,79,100,8.19
294,Tayga,RU,2022-06-29 11:55:16,56.06,85.6197,70.92,61,20,8.9
295,Sisimiut,GL,2022-06-29 11:55:17,66.9395,-53.6735,41.83,91,100,4.74
296,Hay River,CA,2022-06-29 11:55:17,60.8156,-115.7999,53.58,94,20,4.61
297,Samarai,PG,2022-06-29 11:55:18,-10.6167,150.6667,80.69,83,98,13.24
298,Guliston,UZ,2022-06-29 11:55:18,40.4897,68.7842,110.05,9,0,5.06
299,Katsuura,JP,2022-06-29 11:55:18,35.1333,140.3,75.74,88,87,20.33
300,Kushima,JP,2022-06-29 11:51:23,31.4583,131.2333,77.4,96,2,3.83
301,Orlik,RU,2022-06-29 11:55:20,52.5178,99.825,59.02,79,99,4.79
302,Almaznyy,RU,2022-06-29 11:55:20,48.0448,40.045,80.4,37,9,12.21
303,Mocuba,MZ,2022-06-29 11:55:21,-16.8392,36.9856,72.79,75,58,6.53
304,Lucea,JM,2022-06-29 11:55:21,18.451,-78.1736,75.06,78,71,8.16
305,Pandharpur,IN,2022-06-29 11:55:22,17.6667,75.3333,88.25,50,98,9.44
306,Semme,FR,2022-06-29 11:55:22,46.1963,1.5007,72.01,34,19,5.39
307,Wagar,SD,2022-06-29 11:55:23,16.1525,36.2032,98.08,28,65,10.2
308,Monrovia,LR,2022-06-29 11:55:23,6.3005,-10.7969,89.37,74,100,3.89
309,Iqaluit,CA,2022-06-29 11:55:24,63.7506,-68.5145,49.73,66,20,9.22
310,Bjornevatn,NO,2022-06-29 11:55:24,69.6672,29.9847,86.34,39,0,11.5
311,Kampot,KH,2022-06-29 11:55:24,10.6167,104.1833,84.25,81,96,9.62
312,Sharjah,AE,2022-06-29 11:51:53,25.3573,55.4033,98.89,56,8,13.8
313,Killam,CA,2022-06-29 11:55:26,52.7834,-111.8518,53.55,100,55,3.44
314,Kholm,RU,2022-06-29 11:55:27,59.2667,32.85,77.94,24,0,3.94
315,Paragominas,BR,2022-06-29 11:55:27,-2.9667,-47.4833,80.1,70,95,3.76
316,Lorengau,PG,2022-06-29 11:55:27,-2.0226,147.2712,81.72,75,84,8.72
317,Scottsbluff,US,2022-06-29 11:55:29,41.8666,-103.6672,70.29,38,80,1.01
318,Novyy Urgal,RU,2022-06-29 11:55:29,51.0736,132.5642,62.47,85,12,1.97
319,Rudnogorsk,RU,2022-06-29 11:55:30,57.2639,103.7519,70.95,50,56,3.67
320,Arraial Do Cabo,BR,2022-06-29 11:55:30,-22.9661,-42.0278,66.06,88,0,3.44
321,Pacific Grove,US,2022-06-29 11:55:31,36.6177,-121.9166,55.51,91,100,13.0
322,Nanortalik,GL,2022-06-29 11:55:31,60.1432,-45.2371,40.71,90,100,3.91
323,Bathsheba,BB,2022-06-29 11:55:32,13.2167,-59.5167,81.21,78,40,21.85
324,Richards Bay,ZA,2022-06-29 11:55:33,-28.783,32.0377,75.99,33,2,2.77
325,Anchorage,US,2022-06-29 11:55:34,61.2181,-149.9003,60.67,78,20,5.75
326,Wanning,CN,2022-06-29 11:55:34,18.8003,110.3967,82.54,85,89,4.92
327,Salalah,OM,2022-06-29 11:55:35,17.0151,54.0924,83.17,81,78,12.64
328,Cidreira,BR,2022-06-29 11:55:35,-30.1811,-50.2056,52.21,85,100,19.08
329,Lagoa,PT,2022-06-29 11:55:36,39.05,-27.9833,64.9,88,88,8.68
330,Pimenta Bueno,BR,2022-06-29 11:55:36,-11.6725,-61.1936,70.86,65,32,3.83
331,Gibara,CU,2022-06-29 11:55:37,21.1097,-76.1317,80.73,85,47,11.9
332,Mahajanga,MG,2022-06-29 11:55:37,-15.7167,46.3167,86.02,32,40,13.8
333,Novita,CO,2022-06-29 11:55:38,4.9551,-76.6053,73.9,98,100,0.49
334,Parakou,BJ,2022-06-29 11:55:38,9.3372,2.6303,91.94,46,35,4.9
335,Ahipara,NZ,2022-06-29 11:55:39,-35.1667,173.1667,55.47,76,99,19.77
336,Kununurra,AU,2022-06-29 11:55:39,-15.7667,128.7333,69.78,60,54,5.75
337,Mahibadhoo,MV,2022-06-29 11:55:39,3.7833,72.9667,82.94,74,66,5.84
338,Oak Ridge,US,2022-06-29 11:55:40,36.0104,-84.2696,73.29,74,100,0.0
339,Mayya,RU,2022-06-29 11:55:40,61.7333,130.2811,70.92,76,89,4.85
340,Bani,DO,2022-06-29 11:55:41,18.2833,-70.3333,80.85,71,40,11.92
341,Takoradi,GH,2022-06-29 11:55:41,4.8845,-1.7554,80.8,79,100,8.9
342,Mantua,IT,2022-06-29 11:55:42,45.1667,10.7833,88.34,58,8,5.01
343,Eyrarbakki,IS,2022-06-29 11:55:42,63.863,-21.1481,64.2,67,76,2.28
344,Ewa Beach,US,2022-06-29 11:55:43,21.3156,-158.0072,76.95,80,100,3.44
345,Leh,IN,2022-06-29 11:55:43,34.1667,77.5833,76.06,15,1,8.16
346,Springdale,US,2022-06-29 11:55:44,36.1867,-94.1288,60.93,96,0,3.4
347,Ercis,TR,2022-06-29 11:55:44,39.0287,43.3586,77.07,21,0,8.7
348,Konskie,PL,2022-06-29 11:55:45,51.1917,20.4061,75.18,58,76,6.53
349,Darhan,MN,2022-06-29 11:55:45,49.4867,105.9228,73.71,58,53,5.66
350,Tianpeng,CN,2022-06-29 11:55:46,30.9866,103.9393,91.87,64,80,7.2
351,Benjamin Aceval,PY,2022-06-29 11:55:47,-24.9667,-57.5667,55.54,83,2,2.86
352,Olga,RU,2022-06-29 11:55:48,43.7444,135.2892,58.15,98,100,4.14
353,Ambilobe,MG,2022-06-29 11:55:48,-13.2,49.05,84.69,34,40,10.25
354,Floro,NO,2022-06-29 11:55:49,61.5996,5.0328,77.23,59,20,9.22
355,Noshiro,JP,2022-06-29 11:51:36,40.2039,140.0242,72.1,87,95,13.94
356,Enid,US,2022-06-29 11:55:49,36.3956,-97.8784,66.31,82,0,6.91
357,Lata,PT,2022-06-29 11:55:50,40.1629,-8.3327,77.49,40,76,10.07
358,Ha Giang,VN,2022-06-29 11:54:40,22.8333,104.9833,79.88,91,90,0.81
359,Deputatskiy,RU,2022-06-29 11:55:50,69.3,139.9,45.43,54,37,4.52
360,Beoumi,CI,2022-06-29 11:55:52,7.6736,-5.5764,84.25,61,87,4.25
361,Sao Joao Da Barra,BR,2022-06-29 11:55:52,-21.6403,-41.0511,66.29,60,0,12.35
362,Avarua,CK,2022-06-29 11:55:54,-21.2078,-159.775,73.45,94,75,2.3
363,Riyadh,SA,2022-06-29 11:51:53,24.6877,46.7219,107.74,4,2,17.76
364,Kalmunai,LK,2022-06-29 11:55:54,7.4167,81.8167,85.62,69,68,10.2
365,Salvador,SV,2022-06-29 11:55:55,13.8333,-88.9167,69.04,97,93,3.11
366,Nizhnyaya Omka,RU,2022-06-29 11:55:55,55.4338,74.9426,51.98,93,100,13.85
367,Comrat,MD,2022-06-29 11:55:56,46.3003,28.6572,94.96,25,7,9.64
368,Dmitriyevka,RU,2022-06-29 11:55:56,54.75,55.3333,54.95,67,95,10.8
369,Tautira,PF,2022-06-29 11:55:57,-17.7333,-149.15,77.97,79,13,19.35
370,Fort Dix,US,2022-06-29 11:55:57,40.0298,-74.6185,70.9,62,0,0.0
371,Verkhnyaya Inta,RU,2022-06-29 11:55:58,65.9811,60.3094,44.53,77,100,14.83
372,Kyabram,AU,2022-06-29 11:55:59,-36.3167,145.05,47.88,75,100,5.93
373,Peterhead,GB,2022-06-29 11:55:59,57.5058,-1.7981,61.45,88,100,20.8
374,Touho,NC,2022-06-29 11:56:01,-20.7833,165.2333,70.77,74,5,9.95
375,College,US,2022-06-29 11:56:02,64.8569,-147.8028,60.78,69,75,0.0
376,Manzanillo,CU,2022-06-29 11:56:02,20.3433,-77.1167,76.1,89,77,7.56
377,Mao,ES,2022-06-29 11:56:03,39.8885,4.2658,84.76,42,20,9.22
378,Oksfjord,NO,2022-06-29 11:56:03,70.2396,22.3479,86.07,47,3,1.54
379,Iznik,TR,2022-06-29 11:56:04,40.4286,29.7211,81.97,50,22,13.09
380,Vila Velha,BR,2022-06-29 11:56:04,-20.3297,-40.2925,68.95,75,0,3.44
381,Rafaela,AR,2022-06-29 11:56:05,-31.2503,-61.4867,45.99,56,0,4.0
382,Roma,US,2022-06-29 11:56:05,43.2128,-75.4557,63.95,83,97,4.97
383,Mount Gambier,AU,2022-06-29 11:56:06,-37.8333,140.7667,48.11,100,100,3.44
384,Mantiquil,PH,2022-06-29 11:56:07,9.1667,123.05,77.68,81,90,3.69
385,Ialibu,PG,2022-06-29 11:56:08,-6.2821,143.9935,54.36,92,62,3.0
386,Awjilah,LY,2022-06-29 11:56:09,29.1081,21.2869,97.03,20,0,13.18
387,Tateyama,JP,2022-06-29 11:55:25,34.9833,139.8667,79.11,89,94,23.85
388,Caravelas,BR,2022-06-29 11:56:09,-17.7125,-39.2481,72.84,65,0,2.66
389,Petropavlovsk-Kamchatskiy,RU,2022-06-29 11:56:10,53.0452,158.6483,54.19,82,0,2.24
390,Belmonte,BR,2022-06-29 11:56:10,-15.8631,-38.8828,71.29,75,80,5.14
391,Fayaoue,NC,2022-06-29 11:56:11,-20.65,166.5333,73.08,69,2,21.14
392,Grand-Lahou,CI,2022-06-29 11:56:11,5.1367,-5.0242,80.71,81,92,7.74
393,Kurilsk,RU,2022-06-29 11:56:12,45.2333,147.8833,47.48,95,88,6.15
394,Pisco,PE,2022-06-29 11:56:12,-13.7,-76.2167,62.65,72,100,0.0
395,Yulara,AU,2022-06-29 11:56:13,-25.2406,130.9889,50.97,58,0,7.9
396,Port Moresby,PG,2022-06-29 11:56:13,-9.4431,147.1797,78.22,94,40,3.44
397,Buenavista,PH,2022-06-29 11:56:14,8.9769,125.4089,76.21,92,95,2.57
398,Los Llanos De Aridane,ES,2022-06-29 11:56:15,28.6585,-17.9182,71.35,68,40,19.57
399,Jianhu,CN,2022-06-29 11:54:39,29.9799,120.5712,84.15,86,99,3.29
400,Inhambane,MZ,2022-06-29 11:56:15,-23.865,35.3833,75.18,53,40,14.97
401,Inirida,CO,2022-06-29 11:56:16,3.8653,-67.9239,74.16,92,99,1.77
402,Narsaq,GL,2022-06-29 11:56:16,60.9167,-46.05,41.36,98,100,7.14
403,Awbari,LY,2022-06-29 11:56:17,26.5921,12.7805,104.04,8,0,12.57
404,Matagami,CA,2022-06-29 11:56:17,49.7502,-77.6328,48.31,100,100,2.3
405,Bintulu,MY,2022-06-29 11:55:35,3.1667,113.0333,84.61,83,20,2.3
406,Ucluelet,CA,2022-06-29 11:56:18,48.9329,-125.5528,56.08,93,100,5.44
407,Bairiki,KI,2022-06-29 11:56:20,1.3292,172.9752,80.6,89,75,10.36
408,Skuratovskiy,RU,2022-06-29 11:56:21,54.1108,37.6011,68.68,48,5,5.93
409,Urucara,BR,2022-06-29 11:56:22,-2.5364,-57.76,79.21,75,54,1.43
410,Vila,PT,2022-06-29 11:56:22,42.0304,-8.1588,60.69,57,93,5.41
411,Yongan,CN,2022-06-29 11:56:23,39.6957,113.6871,67.51,72,83,3.69
412,Cabedelo,BR,2022-06-29 11:56:23,-6.9811,-34.8339,75.87,83,77,13.82
413,Guzelyurt,TR,2022-06-29 11:56:24,38.2772,34.3719,68.67,50,54,10.33
414,Kapuskasing,CA,2022-06-29 11:56:25,49.4169,-82.4331,44.69,93,20,3.44
415,Gigmoto,PH,2022-06-29 11:56:26,13.7796,124.39,80.76,84,100,6.38
416,Thinadhoo,MV,2022-06-29 11:56:26,0.5333,72.9333,84.09,72,88,7.27
417,Uruzgan,AF,2022-06-29 11:56:27,32.8333,66.0,100.36,7,0,7.09
418,Walvis Bay,NA,2022-06-29 11:56:27,-22.9575,14.5053,81.46,26,0,17.4
419,Lagos,NG,2022-06-29 11:53:06,6.5833,3.75,84.52,75,76,7.31
420,Taoudenni,ML,2022-06-29 11:56:28,22.6783,-3.9836,115.88,5,22,20.29
421,Faya,SA,2022-06-29 11:56:28,18.3851,42.4509,88.32,21,86,8.81
422,Tshikapa,CD,2022-06-29 11:56:29,-6.4167,20.8,92.23,21,89,5.3
423,Inuvik,CA,2022-06-29 11:56:29,68.3499,-133.7218,58.06,88,75,6.91
424,Gazanjyk,TM,2022-06-29 11:56:30,39.2446,55.5154,99.27,24,0,19.51
425,Tondano,ID,2022-06-29 11:56:30,1.3038,124.9112,69.89,95,64,2.06
426,Bossangoa,CF,2022-06-29 11:56:32,6.4926,17.4552,87.91,47,65,4.36
427,Kavieng,PG,2022-06-29 11:56:32,-2.5744,150.7967,82.18,76,100,12.26
428,Dengzhou,CN,2022-06-29 11:56:32,37.8086,120.7508,74.66,90,59,3.67
429,Evensk,RU,2022-06-29 11:56:33,61.95,159.2333,44.91,97,27,2.84
430,Murray Bridge,AU,2022-06-29 11:56:35,-35.1167,139.2667,51.82,91,44,8.16
431,Camopi,GF,2022-06-29 11:56:35,3.1655,-52.3158,74.43,95,99,0.49
432,Novo Aripuana,BR,2022-06-29 11:56:39,-5.1206,-60.3797,78.44,67,72,3.44
433,New Glasgow,CA,2022-06-29 11:56:39,45.5834,-62.6486,64.78,62,0,5.37
434,Beringovskiy,RU,2022-06-29 11:56:40,63.05,179.3167,46.58,90,9,12.24
435,Nome,US,2022-06-29 11:56:40,64.5011,-165.4064,46.47,100,100,4.61
436,Riviere-Du-Loup,CA,2022-06-29 11:56:41,47.8304,-69.5342,61.07,72,1,9.22
437,Esperance,AU,2022-06-29 11:56:42,-33.8667,121.9,56.93,71,86,13.91
438,Togur,RU,2022-06-29 11:56:42,58.3631,82.8265,72.3,54,98,13.09
439,Batagay-Alyta,RU,2022-06-29 11:56:44,67.8006,130.4114,53.62,56,76,6.46
440,Durant,US,2022-06-29 11:56:45,33.994,-96.3708,69.53,77,0,0.0
441,Verkhnyaya Tishanka,RU,2022-06-29 11:56:45,51.3239,40.5328,72.1,46,10,5.55
442,Tessalit,ML,2022-06-29 11:56:46,20.1986,1.0114,105.33,11,92,1.5
443,Streator,US,2022-06-29 11:56:46,41.1209,-88.8354,68.13,88,2,6.73
444,Mehran,IR,2022-06-29 11:56:47,33.1222,46.1646,113.77,4,0,28.48
445,Sevsk,RU,2022-06-29 11:56:48,52.1491,34.4926,76.44,56,100,8.05
446,Sechura,PE,2022-06-29 11:56:48,-5.5569,-80.8222,60.66,84,5,9.15
447,Gizo,SB,2022-06-29 11:56:49,-8.103,156.8419,82.6,75,12,11.59
448,Narnaul,IN,2022-06-29 11:56:49,28.0444,76.1083,109.81,19,50,15.64
449,Flinders,AU,2022-06-29 11:53:18,-34.5833,150.8552,56.37,77,100,1.01
450,Yamasaki,JP,2022-06-29 11:56:50,35.0,134.55,77.34,86,71,1.74
451,Dudinka,RU,2022-06-29 11:56:51,69.4058,86.1778,65.62,39,100,15.73
452,Arman,RU,2022-06-29 11:56:51,59.7,150.1667,57.02,94,11,3.91
453,Port Macquarie,AU,2022-06-29 11:56:52,-31.4333,152.9167,53.89,82,100,5.91
454,Derzhavinsk,KZ,2022-06-29 11:56:52,51.1,66.3167,63.28,36,19,20.38
455,Borovoy,RU,2022-06-29 11:56:54,55.4333,86.0833,72.68,56,20,8.95
456,Tommot,RU,2022-06-29 11:56:56,58.9564,126.2925,70.65,76,87,3.24
457,San Joaquin,US,2022-06-29 11:56:56,37.9333,-121.3011,68.29,56,0,5.3
458,Gravdal,NO,2022-06-29 11:56:56,68.1214,13.5031,53.49,94,75,24.16
459,Changde,CN,2022-06-29 11:56:57,29.0464,111.6783,83.62,85,79,10.22
460,San Jeronimo,PE,2022-06-29 11:56:58,-11.9472,-75.2829,42.66,82,3,0.76
461,Lincoln,US,2022-06-29 11:56:58,40.8,-96.667,72.12,66,0,4.0
462,Baykit,RU,2022-06-29 11:56:59,61.67,96.37,64.44,60,92,8.79
463,Ayan,RU,2022-06-29 11:56:59,56.45,138.1667,49.91,97,90,6.15
464,Fort Morgan,US,2022-06-29 11:57:00,40.2503,-103.8,63.25,45,0,8.05
465,Manggar,ID,2022-06-29 11:57:00,-2.8833,108.2667,78.28,87,100,9.48
466,Abalak,RU,2022-06-29 11:57:02,58.1286,68.5944,50.58,74,99,8.79
467,Auki,SB,2022-06-29 11:57:02,-8.7676,160.7034,77.25,88,63,4.68
468,Erdaojiang,CN,2022-06-29 11:57:02,41.7764,126.0319,69.35,96,42,3.96
469,Keti Bandar,PK,2022-06-29 11:57:03,24.1447,67.4497,88.97,73,100,18.43
470,Yaviza,PA,2022-06-29 11:57:03,8.1537,-77.6931,73.99,98,59,0.74
471,Juba,SS,2022-06-29 11:57:04,4.8517,31.5825,86.54,48,90,3.8
472,Balkhash,KZ,2022-06-29 11:57:04,46.844,74.9804,95.61,13,0,26.84
473,Kutum,SD,2022-06-29 11:57:05,14.2,24.6667,82.67,34,94,7.0
474,Balangbalang,PH,2022-06-29 11:57:06,9.0569,125.6228,76.46,95,99,1.28
475,Atar,MR,2022-06-29 11:57:07,20.5169,-13.0499,98.6,15,18,9.69
476,Port Hawkesbury,CA,2022-06-29 11:57:07,45.6169,-61.3485,70.9,85,0,5.99
477,Whitehorse,CA,2022-06-29 11:57:08,60.7161,-135.0538,54.37,81,40,0.0
478,Henties Bay,NA,2022-06-29 11:57:08,-22.116,14.2845,79.72,30,0,16.31
479,Buin,CL,2022-06-29 11:57:09,-33.7333,-70.75,35.64,59,100,1.19
480,Conde,BR,2022-06-29 11:57:09,-7.2597,-34.9075,74.66,88,75,10.36
481,Ust-Maya,RU,2022-06-29 11:57:11,60.4167,134.5333,67.44,75,92,2.37
482,Brookhaven,US,2022-06-29 11:57:11,31.5791,-90.4407,71.8,94,100,3.11
483,Bhindar,IN,2022-06-29 11:57:16,24.5,74.1833,93.45,46,100,12.37
484,Meulaboh,ID,2022-06-29 11:57:16,4.1363,96.1285,78.06,84,93,4.16
485,Aksarka,RU,2022-06-29 11:57:17,66.5606,67.7975,42.26,79,63,21.59
486,Ossora,RU,2022-06-29 11:57:17,59.2353,163.0719,48.04,96,27,3.15
487,Pitimbu,BR,2022-06-29 11:57:19,-7.4706,-34.8086,75.79,82,71,12.77
488,Diffa,NE,2022-06-29 11:57:19,13.3154,12.6113,99.81,26,89,9.44
489,Teguldet,RU,2022-06-29 11:57:20,57.3064,88.1667,71.92,51,60,4.61
490,Wattegama,LK,2022-06-29 11:57:20,6.7989,81.4808,89.94,51,55,1.9
491,Iberia,US,2022-06-29 11:57:20,29.9502,-91.7507,75.96,92,99,5.75
492,Vuktyl,RU,2022-06-29 11:57:21,63.8567,57.3094,56.3,45,78,16.13
493,Vieques,PR,2022-06-29 11:57:21,18.425,-65.8329,85.66,78,60,17.0
494,Burley,US,2022-06-29 11:57:22,42.5357,-113.7928,65.3,45,63,13.0
495,Khasan,RU,2022-06-29 11:57:24,42.4308,130.6434,60.98,96,100,2.91
496,Rocha,UY,2022-06-29 11:57:24,-34.4833,-54.3333,47.91,66,1,5.01
497,Escanaba,US,2022-06-29 11:57:25,45.7453,-87.0646,55.71,99,17,1.01
498,Bay Roberts,CA,2022-06-29 11:57:25,47.5999,-53.2648,68.04,92,100,9.4
499,Vlotho,DE,2022-06-29 11:57:26,52.1653,8.86,81.68,52,40,10.36
500,Lastoursville,GA,2022-06-29 11:57:26,-0.8143,12.7287,76.05,88,75,1.81
501,Sabha,LY,2022-06-29 11:57:27,27.0377,14.4283,102.79,10,0,9.6
502,Svarstad,NO,2022-06-29 11:57:27,59.399,9.9698,79.27,47,66,1.99
503,Beauvais,FR,2022-06-29 11:57:29,49.4167,2.0,75.45,43,0,9.22
504,Gadsden,US,2022-06-29 11:57:29,34.0143,-86.0066,72.61,98,100,4.61
505,Chitipa,MW,2022-06-29 11:57:30,-9.7024,33.2697,71.73,46,73,9.8
506,Sorland,NO,2022-06-29 11:57:30,67.667,12.6934,53.46,94,97,24.29
507,Nanyamba,TZ,2022-06-29 11:57:31,-10.6833,39.8333,72.77,81,86,8.14
508,Salym,RU,2022-06-29 11:57:31,60.0625,71.4789,55.44,75,99,10.76
509,Comodoro Rivadavia,AR,2022-06-29 11:57:32,-45.8667,-67.5,37.26,93,100,12.66
510,Douentza,ML,2022-06-29 11:57:33,14.9951,-2.9517,99.64,28,21,14.65
511,Itupiranga,BR,2022-06-29 11:57:34,-5.1347,-49.3267,77.32,64,57,3.27
512,Mana,GF,2022-06-29 11:57:34,5.6592,-53.7767,73.78,95,100,1.9
513,Aguimes,ES,2022-06-29 11:57:35,27.9054,-15.4461,72.23,50,75,31.07
514,Kagadi,UG,2022-06-29 11:57:35,0.9606,30.7967,79.81,39,68,1.54
515,Llanes,ES,2022-06-29 11:57:36,43.4198,-4.7549,62.35,87,96,11.61
516,Gat,IL,2022-06-29 11:57:36,31.61,34.7642,91.4,34,0,14.85
517,Sainte-Savine,FR,2022-06-29 11:57:37,48.2964,4.0464,80.55,39,0,7.9
518,Wanxian,CN,2022-06-29 11:57:38,30.8039,108.3897,87.15,69,0,1.3
519,Whitley Bay,GB,2022-06-29 11:57:39,55.0397,-1.4471,67.19,73,89,1.01
520,Amantea,IT,2022-06-29 11:57:41,39.1332,16.0746,101.44,68,41,6.11
521,San-Pedro,CI,2022-06-29 11:57:43,4.7485,-6.6363,82.92,71,88,7.7
522,Katherine,AU,2022-06-29 11:57:50,-14.4667,132.2667,64.72,94,100,10.36
523,Araouane,ML,2022-06-29 11:57:52,18.9048,-3.5265,106.99,12,46,19.51
524,La Reforma,MX,2022-06-29 11:57:52,25.0833,-108.05,82.0,70,91,3.02
525,Chilliwack,CA,2022-06-29 11:57:53,49.1747,-121.9443,59.77,96,100,1.14
526,Buraydah,SA,2022-06-29 11:57:54,26.326,43.975,106.25,7,48,4.94
527,Aksu,CN,2022-06-29 11:57:54,41.1231,80.2644,95.76,14,1,5.3
528,Hamilton,US,2022-06-29 11:57:09,39.1834,-84.5333,64.67,84,100,0.0
529,Shache,CN,2022-06-29 11:57:56,38.4167,77.2406,98.11,11,2,11.56
530,Tucurui,BR,2022-06-29 11:57:57,-3.7661,-49.6725,79.83,69,63,2.84
531,Bundaberg,AU,2022-06-29 11:57:58,-24.85,152.35,60.22,87,100,1.99
532,Winnemucca,US,2022-06-29 11:57:58,40.973,-117.7357,65.86,25,17,3.74
533,Tiarei,PF,2022-06-29 11:57:59,-17.5333,-149.3333,75.22,78,10,19.6
534,Praia Da Vitoria,PT,2022-06-29 11:58:02,38.7333,-27.0667,69.76,94,75,4.97
535,Guiratinga,BR,2022-06-29 11:58:03,-16.3494,-53.7583,72.27,38,2,3.67
536,Blagodarnyy,RU,2022-06-29 11:58:05,45.0978,43.4364,85.33,37,57,6.8
537,Vilcun,CL,2022-06-29 11:58:08,-38.65,-72.2333,48.94,97,100,8.25
538,Juneau,US,2022-06-29 11:58:09,58.3019,-134.4197,58.98,76,98,1.5
539,San Ramon,US,2022-06-29 11:58:09,37.7799,-121.978,58.21,87,75,8.99
540,Quthing,LS,2022-06-29 11:58:10,-30.4,27.7003,57.47,24,0,2.68
541,Toba,JP,2022-06-29 11:58:10,34.4833,136.85,82.4,81,48,7.56
542,Port-Gentil,GA,2022-06-29 11:58:13,-0.7193,8.7815,78.76,73,75,12.66
543,Tingi,TZ,2022-06-29 11:58:14,-11.3,35.0333,68.14,55,93,5.95
544,Goure,NE,2022-06-29 11:58:14,13.9835,10.2704,100.38,23,3,6.11
545,San Juan,AR,2022-06-29 11:58:14,-31.5375,-68.5364,52.23,19,46,5.1
546,Platanos,GR,2022-06-29 11:58:15,37.6667,21.6167,92.57,51,1,11.34
547,Pierre,US,2022-06-29 11:58:17,44.3683,-100.351,68.86,76,91,11.99
548,Saint George,US,2022-06-29 11:58:17,37.1041,-113.5841,81.43,29,35,1.99
549,Texarkana,US,2022-06-29 11:58:19,33.4251,-94.0477,64.24,83,13,4.0
550,Galle,LK,2022-06-29 11:54:09,6.0367,80.217,80.71,83,13,15.55
551,Semirom,IR,2022-06-29 11:55:05,31.4167,51.5667,90.32,8,7,4.07
